code_depart,code_arrive,passengers
RSW,CLE,4567
RDU,CVG,1973
BGI,MIA,10145
ATL,UIO,3364
LAX,EWR,52613
YVR,KOA,5285
CLT,MCI,12007
SAN,HNL,11716
BOI,LAX,2629
BNA,CVG,1406
PIE,GSO,1727
MCO,EYW,2967
FAT,PHX,8653
IST,IAD,7856
IAD,MDT,3659
LAS,FNT,2476
OMA,ORD,11606
DTW,ICN,8064
LAS,FLL,9079
BMI,DEN,1910
ORD,TUL,6653
BWI,SLC,11137
JAC,DFW,3633
DCA,MCI,5509
ATL,AEX,4318
TPA,ACY,4291
LIH,SFO,4901
PIE,HTS,1276
FLL,PTY,1673
ANC,CDV,1575
ORD,BMI,1840
LCK,PIE,1266
GUM,KIX,18359
GIG,CLT,7208
BNA,ORD,12161
JNB,ATL,7126
DTW,PEK,5528
DFW,LBB,9666
HPN,FLL,5947
STL,JFK,1363
CHS,JFK,5685
FLL,PHL,28546
ORD,YYZ,18183
MSY,LGA,6827
DEN,OAK,12683
ANC,JNU,5825
ANC,PHX,5150
PHL,YHZ,1848
MAD,PHL,5646
LGA,MEM,1349
MDW,TTN,1962
IAD,DTW,6081
CDG,PHL,5741
YVR,LIH,4168
PUJ,ORD,3380
YXU,ORD,1690
MIA,FRA,14606
SRQ,ORD,3258
LAS,PSC,1499
AUS,IAD,4881
RIC,EWR,3658
LGA,SDF,1394
RSW,BUF,2368
YYC,PSP,8546
FCO,MIA,6287
LGA,MYR,6396
LAX,MDW,16032
GRR,FLL,1318
EVV,ATL,4509
MCI,IND,5287
OKC,IAD,1595
LEX,DFW,3234
PHX,KOA,5596
BOS,LGA,21871
ORD,RDU,12492
DTW,BTV,3053
EWR,LIM,3981
SLC,DEN,64847
BHM,DEN,1140
PHL,BOS,46146
LNK,DEN,3045
ERI,CLE,1994
GSP,HOU,2607
MEM,MSY,1033
SAV,DCA,1657
CLE,ORD,23867
SBA,DEN,4567
LIT,IAH,5055
LAS,ANC,1576
LAS,YEG,8284
LAX,YLW,1640
BOS,EWR,30368
YLW,LAX,1749
PVG,ORD,14068
LGA,ORD,79889
MCO,PNS,1183
MIA,BAQ,3940
FLG,PHX,3327
LAX,AMS,7718
PHX,ABQ,28639
IAH,LGA,23696
GRK,IAH,1694
MSP,OMA,8721
SAT,DEN,11755
YXE,PHX,1390
HOU,BNA,12268
BMI,DFW,2371
OKC,SFO,1319
ATL,RIC,32529
RFD,LAS,1448
KIN,JFK,11104
ORD,FAR,5013
VQS,JRV,1485
IAH,CLL,1409
PHX,YUM,5737
PIT,PUJ,1319
IAD,YYZ,5755
ANC,HNL,4265
SRQ,CLT,7526
DTW,AZO,4199
SAT,SLC,3780
LAS,SDF,3343
BOS,IAH,16637
DFW,IND,15836
YYZ,DFW,7305
NRT,ATL,11081
AZA,OGD,1405
MSN,DFW,4775
ORD,MCO,35924
MCI,SLC,4227
FLL,MDW,10974
LHR,SFO,33890
MOT,DEN,5154
EUG,SEA,4304
PBI,LGA,32000
ATL,CID,3752
MCO,PHX,20400
MEX,SAT,14778
PHL,CUN,9956
JFK,CDG,45182
ORD,YVR,6821
MHT,DCA,5643
SAN,DFW,35706
CLT,DEN,24854
MCI,CLE,1810
ORD,MDT,7065
PHX,SEA,48239
RSW,ACY,7729
LAS,OKC,6118
PHL,MCI,4317
ORD,DOH,8217
PDX,SAN,14135
LAX,MFR,3028
AZA,OAK,1354
RDU,DEN,4048
DSM,DTW,3115
NAS,MCO,3919
BNA,SAT,5025
IAH,FLL,19294
FRA,CLT,6315
SJC,SJD,3117
MDW,MEM,4941
JFK,MXP,14192
ATL,GRB,1467
YUL,LGA,4767
VPS,IAH,2439
MEL,HNL,3275
BWI,TPA,23843
ORD,SBN,3803
DTW,DCA,18039
ATL,DXB,7194
SAN,PHX,51995
MHK,DFW,2823
MEM,IAH,6462
MCO,AUS,8910
DRO,PHX,2451
FLL,AVL,1300
DFW,JFK,5125
IAH,MAF,7299
GSP,PGD,1298
PNS,IAH,4427
BOS,YTZ,4200
JFK,MDE,2630
IAH,TPA,17302
ORD,EAU,1068
JFK,PAP,9860
CUN,ATL,33033
JFK,PVG,8053
JFK,BNA,2282
BWI,AUS,6575
LAX,SMX,1294
ORD,MAN,2857
HNL,PHX,18540
TPA,ALB,3239
LAX,BHM,2760
AMM,JFK,3639
SEA,COS,1489
IAH,SAN,22193
GDL,SMF,6469
BOI,PHX,10981
MTY,ATL,4707
CVG,RDU,2311
SXM,PHL,3209
PEK,JFK,13328
MSY,EYW,2463
SAT,LAX,11201
JFK,ARN,3297
YVR,MSP,3618
BWI,NAS,1406
CUN,SLC,1228
MSY,DTW,2878
MXP,EWR,4592
ATL,EGE,3738
SFO,MKE,3089
JFK,ICN,22270
MLM,IAH,1347
ATL,MIA,58543
LAS,SAN,41590
LGA,PBI,31312
CLT,IND,14937
ORD,DLH,2667
MIA,DCA,36510
FLL,DFW,35734
EWR,AUS,7054
LAX,HKG,22618
LAS,EWR,17557
DFW,MZT,1145
CMH,DEN,7100
IAH,CHS,1524
ABQ,MSP,1360
SJU,PTY,5553
CDG,CVG,4173
PHL,SAV,1132
PIT,STL,2160
DAB,CLT,6725
ORD,SFO,73400
LGA,ATL,76173
GNV,MIA,1531
EWR,DAY,1460
EWR,SXM,2994
OAK,PVU,1249
SAN,ORD,25116
RDU,DFW,16477
ISP,BWI,15306
CLT,PNS,5504
DCA,ALB,4547
SEA,CLT,9498
DFW,CVG,7483
DEN,CID,5582
DSM,PIE,1663
SBY,CLT,2522
DTW,EWR,11213
MIA,MSP,13533
HNL,PVG,4161
STX,STT,3488
ALB,TPA,3390
MIA,GSO,2306
ILG,MDW,1250
HRL,MSP,4046
DFW,MBJ,2493
CZM,MIA,1157
IAD,MDW,10235
PHL,SAN,7552
DTW,CHA,1127
AZA,STC,1141
